0.0	1.0
0.02	0.9319189048627857
0.04	0.9218163481605147
0.06	0.9317052013977712
0.08	0.9179310603650972
0.1	0.9105223946179937
0.12	0.9028832008889734
0.14	0.900813120886077
0.16	0.8963532665898654
0.18	0.8820088907565377
0.2	0.8823014756488018
0.22	0.8768760783570343
0.24	0.8734029281242742
0.26	0.8654501923739342
0.28	0.8583665960006792
0.3	0.8578489072301958
0.32	0.8593532879755533
0.34	0.8509074087096593
0.36	0.8518778852664759
0.38	0.855248546013575
0.4	0.84330322960641
0.42	0.836763687465993
0.44	0.8432358438561843
0.46	0.8394644750203039
0.48	0.8365541296128732
0.5	0.8385891885321765
0.52	0.8378655414470605
0.54	0.828670288667912
0.56	0.8352675698450164
0.58	0.832124661456835
0.6	0.8258048926747475
0.62	0.8277702228589217
0.64	0.8176655562268861
0.66	0.8243344030095155
0.68	0.82252783513526
0.7	0.8179167629654854
0.72	0.8132163266548283
0.74	0.8135322084644322
0.76	0.8160630598374699
0.78	0.8048133434321544
0.8	0.8077476832836509
0.82	0.8070453859374316
0.84	0.8065466613546757
0.86	0.8026076738290024
0.88	0.8058902361952917
0.9	0.8028600796504015
0.92	0.8008941301929505
0.94	0.7994625016869814
0.96	0.7982074425145826
0.98	0.7945959015748422
1.0	0.7946134304197214
1.02	0.7837355531700166
1.04	0.7861266967331675
1.06	0.7869971464006353
1.08	0.7854271889882115
1.1	0.7821429232955217
1.12	0.7860212728284732
1.14	0.7803224248658284
1.16	0.7777037122196193
1.18	0.7792670851081513
1.2	0.7768958485798891
1.22	0.7694316060171564
1.24	0.7681524125248838
1.26	0.772966765619072
1.28	0.7687948756981848
1.3	0.7679974879435938
1.32	0.7579406894300761
1.34	0.7630627978139166
1.36	0.7670936181010344
1.38	0.7619460656368244
1.4	0.7663225573595389
1.42	0.765950576415191
1.44	0.7555126178381352
1.46	0.7549883133341229
1.48	0.7595426608114442
1.5	0.7629707611979807
1.52	0.7529778720717372
1.54	0.7595488390023315
1.56	0.7567281051654118
1.58	0.7464591272789348
1.6	0.7501840093735179
1.62	0.7484830077931758
1.64	0.7584300096776553
1.66	0.749123532321739
1.68	0.7529175293090575
1.7	0.7517509614009087
1.72	0.7564684500680693
1.74	0.7458813582731517
1.76	0.7468061304140271
1.78	0.7477885557845293
1.8	0.7499986801776185
1.82	0.7489283278314388
1.84	0.7400422550469568
1.86	0.7460872645277218
1.88	0.7456264262439934
1.9	0.7477810014078964
1.92	0.7425881272626546
1.94	0.7443249741118857
1.96	0.739549327802168
1.98	0.7365978805179859
