0.02 1.000000000000000000e+00
0.04 9.347322034370585397e-01
0.06000000000000001 9.076379955763279606e-01
0.08 9.090279246458318196e-01
0.1 9.055841821484422738e-01
0.12000000000000002 8.901667165967228623e-01
0.14 8.819659733617962738e-01
0.16 8.754855267010002162e-01
0.18 8.700434120961760831e-01
0.2 8.602821856875569884e-01
0.22000000000000003 8.524180595121624293e-01
0.24000000000000005 8.456847010331887127e-01
0.26 8.403589121436065845e-01
0.28 8.328818632868162375e-01
0.3 8.290146326203617910e-01
0.32 8.216710742052294458e-01
0.34 8.158436034509176649e-01
0.36 8.140860496742368113e-01
0.38 8.059083041845428452e-01
0.4 8.012236271225172679e-01
0.42000000000000004 7.951154382967883238e-01
0.44000000000000006 7.900789621584795031e-01
0.4600000000000001 7.831425826003350910e-01
0.4800000000000001 7.765577809261575704e-01
0.5 7.708119419789819515e-01
0.52 7.694558972766861737e-01
0.54 7.644992529565637351e-01
0.56 7.604972111306780302e-01
0.5800000000000001 7.584565511488318146e-01
0.6 7.528288301828052198e-01
0.62 7.465538707795967843e-01
0.64 7.386165302141545208e-01
0.66 7.382674267109015087e-01
0.68 7.357242936477437212e-01
0.7 7.286552882453550817e-01
0.72 7.238965933743656267e-01
0.74 7.191405137815873871e-01
0.76 7.173194225957005843e-01
0.78 7.100644927559448538e-01
0.8 7.021003684878990292e-01
0.8200000000000001 6.997967243638206769e-01
0.8400000000000001 6.957746209491705303e-01
0.86 6.928857611955276941e-01
0.8800000000000001 6.873002229125655393e-01
0.9 6.862963550916880706e-01
0.9200000000000002 6.814286578751250767e-01
0.9400000000000001 6.802985864491977175e-01
0.9600000000000002 6.767702885440763927e-01
0.9800000000000001 6.708390474040933915e-01
1.0 6.669631227577774713e-01
1.02 6.651115727025251889e-01
1.04 6.594337938208300054e-01
1.06 6.616901293389805261e-01
1.08 6.549582938552176437e-01
1.1 6.529053363254587738e-01
1.12 6.467634508221784539e-01
1.1400000000000001 6.458306928719544926e-01
1.1600000000000001 6.467563001981145865e-01
1.1800000000000002 6.400226877568584438e-01
1.2 6.418539630476346458e-01
1.2200000000000002 6.341542631798741114e-01
1.24 6.353554931968340425e-01
1.2600000000000002 6.294001022675498325e-01
1.28 6.252263655985733637e-01
1.3 6.210187776980488072e-01
1.32 6.180714566853636738e-01
1.34 6.171823642841980373e-01
1.36 6.121304608502797784e-01
1.3800000000000001 6.117180801254418210e-01
1.4 6.103312140157783894e-01
1.4200000000000002 6.036845045252212660e-01
1.44 6.032165680922561002e-01
1.4600000000000002 6.007826416046732065e-01
1.48 6.009572475398842206e-01
1.5 5.926382011975097619e-01
1.52 5.847689720697155646e-01
1.54 5.847743110483369922e-01
1.56 5.845395415960835672e-01
1.58 5.788133782617019829e-01
1.6 5.809954354637827389e-01
1.6199999999999999 5.780639394077518034e-01
1.6400000000000001 5.782018243261157764e-01
1.6600000000000001 5.731669850213408912e-01
1.6800000000000002 5.674033037089816212e-01
1.7 5.635041621533064538e-01
1.72 5.601656813569000359e-01
1.7400000000000002 5.610815192163686183e-01
1.7600000000000002 5.588555155663431639e-01
1.78 5.583186426200583696e-01
1.8 5.534054649941378967e-01
1.8199999999999998 5.514262992364289406e-01
1.8400000000000003 5.482780943793201800e-01
1.86 5.458625765796354390e-01
1.8800000000000001 5.429877915572661751e-01
1.9 5.400912974187811466e-01
1.9200000000000004 5.406209908773954576e-01
1.9400000000000002 5.403605601849436058e-01
1.9600000000000002 5.326899716731082757e-01
1.98 5.303371192242672949e-01
2.0 5.282796559536676595e-01
2.0200000000000005 5.272450549928492380e-01
2.04 5.261244353547211983e-01
2.06 5.241251531200384894e-01
2.08 5.223507994567007096e-01
2.1 5.219991924020541685e-01
2.12 5.194104969962430873e-01
2.14 5.164474670062332295e-01
2.16 5.176886079381269878e-01
2.18 5.182001076314369792e-01
2.2 5.088970269180420614e-01
2.22 5.106505368721726557e-01
2.24 5.109991159878861655e-01
2.2600000000000002 5.059341594835564671e-01
2.2800000000000002 5.035024449978698913e-01
2.3 5.026412265137990554e-01
2.3200000000000003 5.023005577371749686e-01
2.3400000000000003 5.004000460359709912e-01
2.3600000000000003 4.975924576312134584e-01
2.38 4.965883383906888882e-01
2.4 4.897189599504960800e-01
2.4200000000000004 4.897233965904124187e-01
2.4400000000000004 4.887244804221090311e-01
2.46 4.865613642085990231e-01
2.48 4.823824406713781987e-01
2.5 4.797801519729930075e-01
2.5200000000000005 4.766554609882167060e-01
2.54 4.772167551905555638e-01
2.56 4.760595509630097255e-01
2.58 4.676952035688980436e-01
2.6 4.642507347093606795e-01
2.62 4.694821922507002032e-01
2.64 4.639187265459640552e-01
2.66 4.619824084094703576e-01
2.68 4.615157932620541081e-01
2.7 4.589786389822732016e-01
2.72 4.609962203489666455e-01
2.74 4.579745558631474478e-01
2.7600000000000002 4.520725255998774839e-01
2.7800000000000002 4.537791776481107653e-01
2.8 4.524283530667843056e-01
2.8200000000000003 4.517202714954769438e-01
2.8400000000000003 4.492381568058660957e-01
2.8600000000000003 4.411755026421889658e-01
2.88 4.455870793497833660e-01
2.9 4.442573714974030197e-01
2.9200000000000004 4.401745940536450630e-01
2.9400000000000004 4.390922767915312330e-01
2.96 4.364346845879614190e-01
2.98 4.330743161412708431e-01
3.0 4.332862857522950528e-01
3.0200000000000005 4.361122276731363434e-01
3.04 4.304314585761258583e-01
3.06 4.302662506390532715e-01
3.08 4.268326830353040835e-01
3.1 4.269083929583455950e-01
3.12 4.239973377844321600e-01
3.14 4.278488150353833008e-01
3.16 4.262131860565700481e-01
3.18 4.224369259116431685e-01
3.2 4.219548866171222712e-01
3.22 4.180606538902812974e-01
3.2399999999999998 4.196227943396398929e-01
3.2600000000000002 4.155754171285510057e-01
3.2800000000000002 4.143094988491786146e-01
3.3 4.144962939961592818e-01
3.3200000000000003 4.074647798913781926e-01
3.34 4.064794831945214848e-01
3.3600000000000003 4.027917315138475063e-01
3.3800000000000003 4.030419489377262687e-01
3.4 4.011575984241201320e-01
3.4200000000000004 4.024039217647381039e-01
3.44 3.978868568639251091e-01
3.46 3.995184621382532053e-01
3.4800000000000004 3.969590151246448206e-01
3.5 3.971288683480815873e-01
3.5200000000000005 3.998299138812750897e-01
3.54 3.963330629844331598e-01
3.56 3.966128438951920798e-01
3.5800000000000005 3.900947575993514160e-01
3.6 3.922230049687047693e-01
3.62 3.936430263970466803e-01
3.6399999999999997 3.884758304838090148e-01
3.66 3.908276458316771729e-01
3.6800000000000006 3.852447697311773833e-01
3.7 3.836210983049722634e-01
3.72 3.822774359707075686e-01
3.7399999999999998 3.774284876542057798e-01
3.7600000000000002 3.801539124418064630e-01
3.7800000000000002 3.793828043644970061e-01
3.8 3.788425607180295196e-01
3.8200000000000003 3.778538482796914844e-01
3.8400000000000007 3.743356998443441719e-01
3.8600000000000003 3.706117334748296188e-01
3.8800000000000003 3.713454171699412387e-01
3.9 3.676946298581037498e-01
3.9200000000000004 3.682066568070906376e-01
3.9400000000000004 3.647285865524594883e-01
3.96 3.581409417081227731e-01
3.9800000000000004 3.644730381962634214e-01
4.0 3.660001688864309988e-01
4.0200000000000005 3.574415366703621588e-01
4.040000000000001 3.607498489565015842e-01
4.0600000000000005 3.572852547416394131e-01
4.08 3.580313427102724266e-01
4.1 3.595007272722806069e-01
4.12 3.585098877897237024e-01
4.140000000000001 3.541096611090585045e-01
4.16 3.551006361594455374e-01
4.180000000000001 3.478261801704541911e-01
4.2 3.484137406100898393e-01
4.220000000000001 3.514136457448303608e-01
4.24 3.411737396656828736e-01
4.26 3.416879731441612167e-01
4.28 3.429463971937758426e-01
4.3 3.393283673151279434e-01
4.32 3.370244552537789429e-01
4.340000000000001 3.387116731446764284e-01
4.36 3.386263891450760344e-01
4.380000000000001 3.414844194784011355e-01
4.4 3.391027017916967146e-01
4.42 3.357807398910939711e-01
4.44 3.312224065325337641e-01
4.46 3.324320675859233076e-01
4.48 3.350688522793972557e-01
4.5 3.300001362292224738e-01
4.5200000000000005 3.294613634285893933e-01
4.540000000000001 3.274467356393468975e-01
4.5600000000000005 3.231359773731314333e-01
4.58 3.257460125412134366e-01
4.6 3.286336538486768211e-01
4.62 3.257237029111472726e-01
4.640000000000001 3.202534609115666453e-01
4.66 3.202026877834190932e-01
4.680000000000001 3.188715958065242995e-01
4.7 3.211251130410482379e-01
4.720000000000001 3.206608210524213853e-01
4.74 3.164560258005744142e-01
4.76 3.133982177749990439e-01
4.78 3.145005047219627814e-01
4.8 3.131288404208013021e-01
4.82 3.125001388806389335e-01
4.840000000000001 3.110850664669627674e-01
4.86 3.105351351959470541e-01
4.880000000000001 3.077926536389778978e-01
4.9 3.089901645380231376e-01
4.92 3.080510170785634161e-01
4.94 3.097511167670586874e-01
4.96 3.056050201142005984e-01
4.98 3.062489008109828825e-01
5.0 3.077727363833496765e-01
